,date,id,link,retweet,text,author
117,Sep-14,7.76054E+17,/realDonaldTrump/status/776053900780695553,FALSE,Thank you Ohio - see you tonight!pic.twitter.com/0DyHkzzWvj,DonaldTrump
118,Sep-13,7.75897E+17,/realDonaldTrump/status/775897251533160448,FALSE,Russia took Crimea during the so-called Obama years. Who wouldn't know this and why does Obama get a free pass?,DonaldTrump
119,Sep-13,7.75894E+17,/realDonaldTrump/status/775894243143483392,FALSE,Why isn't President Obama working instead of campaigning for Hillary Clinton?,DonaldTrump
120,Sep-12,7.75493E+17,/realDonaldTrump/status/775492989175160836,FALSE,"Just got back from Asheville,  North Carolina, where we had a massive rally. The spirit of the crowd was unbelievable. Thank you!  #MAGA",DonaldTrump
121,Sep-12,7.75361E+17,/realDonaldTrump/status/775361266001084416,FALSE,Stopped by @TrumpDC to thank all of the tremendous men & women for their hard work!pic.twitter.com/oGcJL4N454,DonaldTrump
122,Sep-10,7.74778E+17,/realDonaldTrump/status/774778026479513600,FALSE,"The seriously failing @nytimes, despite so much winning and poll numbers that will soon put me in first place, only writes dishonest hits!",DonaldTrump
123,Sep-10,7.74754E+17,/realDonaldTrump/status/774753598970466304,FALSE,Hillary Clinton just had her 47% moment. What a terrible thing she said about so many great Americans!,DonaldTrump
124,Sep-10,7.74673E+17,/realDonaldTrump/status/774673449885192192,FALSE,"While Hillary said horrible things about my supporters, and while many of her supporters will never vote for me, I still respect them all!",DonaldTrump
125,Sep-10,7.74637E+17,/realDonaldTrump/status/774637168769830912,FALSE,"Really sad that Republicans would allow themselves to be used in a Clinton ad. Lindsey Graham, Romney, Flake, Sass. SUPREME COURT, REMEMBER!",DonaldTrump
126,Sep-10,7.7459E+17,/realDonaldTrump/status/774590070355529728,FALSE,"Wow, Hillary Clinton was SO INSULTING to my supporters, millions of amazing, hard working people. I think it will cost her at the Polls!",DonaldTrump
127,Sep-10,7.74589E+17,/realDonaldTrump/status/774589019929866240,FALSE,"Will be in Missouri today with Melania for the funeral of a wonderful and truly respected woman, Phyllis S!",DonaldTrump
