date,retweet,text,author
2016-09-28,False,This election is a choice between an economy that benefits everyone or an economy that benefits...Donald Trump.,HillaryClinton
2016-09-27,False,"Thank you, @VicenteFdez. Youre rightsu voz es su voto. So grateful to have your support. #JuntosSePuedehttps//twitter.com/vicentefdez/status/778672681096912896",HillaryClinton
2016-09-27,False,"20 years after Donald bullied a beauty pageant winner for her weight, the real problem is...still Donald.",HillaryClinton
2016-09-27,False,Donald Trump lied to the American people at least 58 times during the first presidential debate. We counted.http//hrc.io/2dhVg7q,HillaryClinton
2016-09-27,False,One candidate made it clear he wasnt prepared for last nights debate. The other made it clear shes prepared to be president.,HillaryClinton
2016-09-27,False,Donald just criticized me for preparing for this debate. And you know what else I prepared for?I prepared to be president. Hillary,HillaryClinton
2016-09-27,False,"When you have a really, really good night. #SheWon",HillaryClinton
2016-09-27,False,"Im glad Trump found out that Crimea was part of Ukraine. By the way, I heard he was on the verge of acknowledging gravity. @JoeBiden",HillaryClinton
2016-09-27,False,Anyone who complains about microphone problems is not having a good night. Hillary #SheWon,HillaryClinton
2016-09-27,False,"Trump on Alicia, 1996 Miss Piggy.This morning She gained a massive amount of weight...it was a real problem.",HillaryClinton
2016-09-27,False,Only one person on last nights stage is prepared to be CommanderinChief. Make sure she gets the chance http//IWillVote.com #SheWon,HillaryClinton
2016-09-26,False,43 days left. Lets go win this thing http//hrc.io/2cRpjzJ #DebateNight,HillaryClinton
2016-09-26,False,Donald Trump called her Miss Piggy and Miss Housekeeping.Her name is Alicia Machado. #DebateNight,HillaryClinton
2016-09-26,False,The presidency isnt a reality showits as real as it gets. Make sure youre registered to vote http//IWillVote.com #DebateNight,HillaryClinton
2016-09-26,False,RT this if youre proud to be standing with Hillary tonight. #debatenight,HillaryClinton
2016-09-26,False,Hillary just proved shes the only candidate whos ready to be president. Chip in now and lets go win this thinghttp//hrc.io/2cRhEBi,HillaryClinton
2016-09-26,False,When Donald Trump says he has a winning temperament. #debatenight,HillaryClinton
2016-09-26,False,The woman Trump called Miss Piggy has a name Alicia. #debatenight,HillaryClinton
2016-09-26,False,"When Donald Trump spends 11 hours testifying in front of a congressional committee, he can talk to me about stamina. Hillary #debatenight",HillaryClinton
2016-09-26,False,Donald Trumps cavalier attitude about nuclear weapons is so deeply troubling. #DebateNighthttp//www.snappytv.com/tc/2887608,HillaryClinton
2016-09-26,False,.@realDonaldTrump Barack Obama is your president too. #debatenight,HillaryClinton
2016-09-26,False,A man who can be provoked by a tweet should not have his hands anywhere near the nuclear codes. #DebateNight,HillaryClinton
2016-09-26,False,This should go without saying Taking nuclear war lightly is disqualifying for anyone seeking to be President of the United States.,HillaryClinton
2016-09-26,False,I hope the factcheckers are turning up the volume. Donald Trump supported the invasion of Iraq.https//twitter.com/PolitiFact/status/775412456839446528,HillaryClinton
2016-09-26,False,"When Donald Trump goes low, we go high. #DebateNighthttp//www.snappytv.com/tc/2887363",HillaryClinton
2016-09-26,False,"When a man is sued for discriminating against black tenants  pushes birtherism, hes giving you an idea of what kind of president hed be.",HillaryClinton
2016-09-26,False,Donald Trumps answer for his five years of pushing the racist birther conspiracy theory?I say nothing. #debatenight,HillaryClinton
2016-09-26,False,Trump just criticized me for preparing for this debate. You know what else I prepared for? Being president. #DebateNight,HillaryClinton
2016-09-26,False,President Obama was born in the United States. Hes American. Trump only has one reason for refusing to admit it. #debatenight,HillaryClinton
2016-09-26,False,Donald Trump is more concerned with pandering to the gun lobby than keeping families safe. #DebateNight,HillaryClinton
2016-09-26,False,The fact that Trumps answer to a question about racial injustice is just we need law and order pretty much says it all. #debatenight,HillaryClinton
2016-09-26,False,We are not going to bring New Yorks unconstitutional stopandfrisk program nationwide. #debatenight,HillaryClinton
2016-09-26,False,Paying zero in taxes doesnt make you smart.It makes you a tax evader.http//www.snappytv.com/tc/2887031,HillaryClinton
2016-09-26,False,No wonder Donald Trump is hiding his tax returns. #debatenight,HillaryClinton
2016-09-26,False,"I never said that. Donald Trump, who said that. #debatenighthttps//twitter.com/realDonaldTrump/status/265895292191248385",HillaryClinton
2016-09-26,False,Thats called business. Donald Trump on the housing crash.For millions of Americans it was called losing their home. #DebateNight,HillaryClinton
